Ldim_ID,Zebra_Prot_ID,Gene_Name,Identity,Length,Mism,Gap,qs,qe,ss,se,Evalue,Bitscore
g6784,lcl|NC_133196.1_prot_XP_001335202.3_75848,mfhas1,81.0,1005,174,4,26,1029,4,992,0.0,1074.0
g22846,lcl|NC_133198.1_prot_XP_005174158.1_81178,kif3b,81.0,774,134,3,1,761,1,774,0.0,1037.0
g18266,lcl|NC_133193.1_prot_XP_073786407.1_66016,pias1b,81.0,668,101,8,1,651,1,659,0.0,995.0
g7588,lcl|NC_133198.1_prot_NP_001004540.1_83153,aldh8a1,81.0,480,91,0,7,486,8,487,7.59e-307,836.0
g14215,lcl|NC_133187.1_prot_NP_001122241.1_45903,lgi1b,81.0,543,100,1,1,540,1,543,3.96e-274,758.0
g268,lcl|NC_133181.1_prot_XP_002662574.1_26211,slc2a1b,81.0,490,92,1,1,490,1,489,4.48e-275,756.0
g1000,lcl|NC_133181.1_prot_XP_073809036.1_25877,zgc:113054,81.0,447,85,0,105,551,1,447,1.64e-266,735.0
g8127,lcl|NC_133195.1_prot_XP_005170229.1_73317,gopc,81.0,441,70,4,1,430,1,438,6.23e-242,668.0
g6996,lcl|NC_133183.1_prot_XP_005167372.1_35248,aak1a,81.0,420,74,4,1,420,1,414,5.1399999999999996e-225,661.0
g20830,lcl|NC_133188.1_prot_XP_073776497.1_51730,LOC100331665,81.0,411,77,1,19,428,260,670,3.01e-234,657.0
g9407,lcl|NC_133176.1_prot_XP_009303627.1_229,mbnl2,81.0,390,60,2,1,383,1,383,2.56e-218,603.0
g4805,lcl|NC_133194.1_prot_NP_999872.1_68794,zdhhc18b,81.0,364,55,4,1,361,1,353,8.38e-215,599.0
g6748,lcl|NC_133185.1_prot_XP_002663704.3_42146,hapln1b,81.0,331,63,0,23,353,23,353,2.3600000000000003e-215,593.0
g20485,lcl|NC_133188.1_prot_NP_001070793.1_48829,mcu,81.0,373,67,4,1,371,1,371,1.1800000000000001e-208,578.0
g109,lcl|NC_133181.1_prot_NP_956291.1_26086,tarbp2,81.0,353,58,3,1,351,1,346,2.24e-197,548.0
g16520,lcl|NC_133176.1_prot_XP_021333088.1_3458,LOC110439889,81.0,336,58,3,34,368,33,363,2.58e-185,523.0
g6781,lcl|NC_133196.1_prot_NP_001002475.1_75804,nkx6.1,81.0,332,43,3,1,332,1,312,3.63e-183,509.0
g1898,lcl|NC_133199.1_prot_NP_001103172.1_86212,mapre2,81.0,327,59,3,1,325,1,326,3.47e-175,491.0
g19574,lcl|NC_133191.1_prot_XP_073781979.1_58127,mrs2,81.0,294,48,2,80,365,1,294,1.45e-163,461.0
g13340,lcl|NC_133178.1_prot_XP_005168526.1_8950,tfap4,81.0,336,59,4,1,332,1,335,3.28e-162,457.0
g7609,lcl|NC_133195.1_prot_XP_005160537.1_71542,si:dkey-71h2.2,81.0,269,44,4,1,269,1,262,1.35e-143,405.0
g4897,lcl|NC_133194.1_prot_XP_068071125.1_69037,evx1,81.0,252,43,4,128,376,3,252,1.38e-137,394.0
g22697,lcl|NC_133183.1_prot_NP_001005960.1_33434,atp5pb,81.0,248,47,0,1,248,1,248,8.84e-137,386.0
g21928,lcl|NC_133189.1_prot_NP_001038893.1_52699,rab33a,81.0,232,43,1,48,279,6,236,1.35e-130,371.0
g10012,lcl|NC_133187.1_prot_NP_956420.1_46341,emc9,81.0,205,39,0,1,205,1,205,2.37e-123,348.0
g14771,lcl|NC_133182.1_prot_NP_001423884.1_27478,adisspb,81.0,174,32,1,1,174,1,173,3.4e-103,295.0
g15567,lcl|NC_133180.1_prot_NP_001313368.1_20424,tppp2,81.0,179,32,1,1,177,1,179,2.05e-100,288.0
g17379,lcl|NC_133195.1_prot_NP_001411087.1_74017,si:ch211-221n20.8,81.0,693,120,2,123,815,57,737,3.3399999999999996e-54,202.0
g14110,lcl|NC_133176.1_prot_NP_001106998.1_2447,hmx1,81.0,100,18,1,159,258,143,241,2.14e-44,154.0
g3420,lcl|NC_133180.1_prot_NP_956053.1_19667,vamp8,81.0,100,19,0,14,113,17,116,3.52e-37,124.0
g7476,lcl|NC_133192.1_prot_NP_001093073.1_64028,nkx2.9,81.0,58,11,0,177,234,78,135,4.4e-23,97.8
g2425,lcl|NC_133180.1_prot_NP_571037.1_20776,isl1a,81.0,42,8,0,16,57,308,349,1.11e-12,62.0
g23080,lcl|NC_133198.1_prot_XP_021325621.1_82188,vps13d,80.9,4418,766,35,1,4371,1,4386,0.0,6849.0
g5450,lcl|NC_133192.1_prot_NP_571600.1_64037,sptb,80.9,2360,436,6,1,2351,4,2357,0.0,3695.0
g10064,lcl|NC_133199.1_prot_NP_001038588.1_86763,scn5lab,80.9,1974,317,15,1,1958,1,1930,0.0,2896.0
g6882,lcl|NC_133196.1_prot_XP_001923018.1_74619,nup188,80.9,1752,310,7,1,1747,1,1732,0.0,2732.0
g6605,lcl|NC_133196.1_prot_XP_001920510.4_74536,atp8b1,80.9,1245,216,7,11,1244,16,1249,0.0,1963.0
g29720,lcl|NC_133180.1_prot_XP_073806307.1_22481,ank1a,80.9,1099,186,11,783,1870,847,1932,0.0,1688.0
g734,lcl|NC_133186.1_prot_XP_073771997.1_43829,srgap2,80.9,1094,177,10,1,1086,1,1070,0.0,1675.0
g50523,lcl|NC_133194.1_prot_NP_942114.1_67801,ptk2aa,80.9,1048,172,8,1,1028,1,1040,0.0,1659.0
g8958,lcl|NC_133196.1_prot_NP_571505.2_77163,fgfr4,80.9,937,151,8,12,945,11,922,0.0,1511.0
g4044,lcl|NC_133190.1_prot_XP_009290185.1_57271,slc8a2b,80.9,981,157,10,14,986,9,967,0.0,1506.0
g16862,lcl|NC_133195.1_prot_NP_956898.1_72029,exoc2,80.9,921,173,3,1,921,1,918,0.0,1463.0
g4200,lcl|NC_133190.1_prot_XP_021322166.1_57253,tiam1b,80.9,949,159,7,602,1545,1,932,0.0,1455.0
g19476,lcl|NC_133191.1_prot_XP_073782109.1_58611,clcn1b,80.9,909,160,4,1,909,2,896,0.0,1413.0
g15043,lcl|NC_133196.1_prot_XP_001920783.2_76821,clcn5a,80.9,817,150,4,1,817,1,811,0.0,1330.0
g7683,lcl|NC_133195.1_prot_NP_001018144.1_73696,dnmt3aa,80.9,664,113,6,194,844,190,852,0.0,1108.0
g20669,lcl|NC_133192.1_prot_XP_005158593.2_63255,abch1,80.9,696,124,4,30,724,1,688,0.0,1098.0
g11287,lcl|NC_133188.1_prot_XP_073776746.1_48917,rps6ka2,80.9,649,118,2,92,739,1,644,0.0,1063.0
g12034,lcl|NC_133179.1_prot_XP_005164560.1_12955,slc13a4,80.9,648,103,6,1,640,1,635,0.0,991.0
g2951,lcl|NC_133180.1_prot_NP_001103239.1_18946,wscd2,80.9,572,99,3,1,562,1,572,0.0,947.0
g3770,lcl|NC_133190.1_prot_NP_001292398.1_57400,fzd4,80.9,524,90,4,8,530,9,523,0.0,872.0
g11931,lcl|NC_133179.1_prot_XP_005168582.1_13311,slc41a2b,80.9,571,90,7,1,568,1,555,2.95e-312,856.0
g573,lcl|NC_133181.1_prot_NP_957114.1_24310,uqcrc1,80.9,467,89,0,12,478,8,474,1.17e-284,779.0
g12998,lcl|NC_133178.1_prot_NP_001074460.2_9551,narfl,80.9,477,90,1,1,476,1,477,1.64e-282,774.0
g976,lcl|NC_133197.1_prot_NP_001259009.1_80481,acy1,80.9,413,78,1,1,412,1,413,3.36e-260,712.0
g15145,lcl|NC_133181.1_prot_NP_001070920.1_23843,desmb,80.9,476,80,4,3,471,2,473,1.0699999999999998e-250,693.0
g4382,lcl|NC_133190.1_prot_NP_571853.1_55011,meis3,80.9,419,75,4,1,418,1,415,3.2e-245,674.0
g3367,lcl|NC_133180.1_prot_NP_001004640.1_18720,atad1a,80.9,383,69,2,2,383,1,380,1.19e-220,609.0
g7833,lcl|NC_133195.1_prot_NP_001002559.1_71981,slc35f6,80.9,367,69,1,1,366,1,367,9.39e-217,599.0
g13632,lcl|NC_133187.1_prot_NP_571641.1_47712,prph2a,80.9,345,65,1,1,344,1,345,1.52e-209,578.0
g13783,lcl|NC_133187.1_prot_XP_009305031.1_47275,uts2r,80.9,367,64,3,1,366,19,380,1.39e-203,565.0
g23031,lcl|NC_133183.1_prot_XP_073765181.1_35636,si:ch73-236j9.2,80.9,356,68,0,469,824,13,368,2.88e-187,543.0
g19267,lcl|NC_133194.1_prot_NP_570988.1_68160,flot1a,80.9,418,80,0,1,418,1,418,1.1399999999999999e-191,540.0
g11214,lcl|NC_133193.1_prot_NP_001002602.1_65125,zdhhc7,80.9,320,40,3,1,320,1,299,5.07e-193,533.0
g19885,lcl|NC_133191.1_prot_NP_957090.1_57774,elovl4a,80.9,320,50,4,1,320,1,309,1.6399999999999999e-189,525.0
g11023,lcl|NC_133182.1_prot_NP_001073456.1_31085,tmem41b,80.9,283,53,1,1,283,1,282,6.8e-159,445.0
g16303,lcl|NC_133176.1_prot_XP_073805435.1_375,LOC103909971,80.9,230,43,1,1,230,1,229,6.24e-147,410.0
g17500,lcl|NC_133197.1_prot_NP_001038255.2_79405,marchf2,80.9,251,43,2,1,248,1,249,1.86e-146,410.0
g20409,lcl|NC_133188.1_prot_NP_001006046.1_48554,cutc,80.9,251,48,0,1,251,1,251,6.46e-146,409.0
g4742,lcl|NC_133194.1_prot_NP_001038517.1_69625,tmem106bb,80.9,256,46,2,1,253,1,256,8.25e-141,397.0
g14076,lcl|NC_133187.1_prot_NP_571742.1_47065,gch2,80.9,230,43,1,1,229,9,238,5.34e-130,368.0
g8811,lcl|NC_133185.1_prot_NP_001373730.1_40720,rab38b,80.9,209,39,1,5,212,1,209,2.75e-125,354.0
g14623,lcl|NC_133182.1_prot_NP_001002130.1_28624,mpdu1b,80.9,215,41,0,1,215,25,239,1.32e-118,340.0
g11771,lcl|NC_133179.1_prot_NP_956314.1_13963,btg1,80.9,183,32,2,1,181,1,182,2.92e-101,291.0
g6706,lcl|NC_133180.1_prot_XP_073806228.1_21436,homer1b,80.9,157,23,2,1,151,1,156,1.9e-78,240.0
g6648,lcl|NC_133180.1_prot_NP_001138265.1_21539,ssna1,80.9,110,21,0,1,110,1,110,9.3e-50,155.0
g3706,lcl|NC_133190.1_prot_NP_957061.1_54933,chchd2,80.9,115,17,2,43,152,52,166,5.52e-37,127.0
g20657,lcl|NC_133184.1_prot_NP_001121767.2_35928,wipf1a,80.9,47,9,0,17,63,14,60,2.37e-16,83.6
g17824,lcl|NC_133181.1_prot_XP_073808619.1_22969,ptprfa,80.8,1791,330,7,19,1806,18,1797,0.0,2915.0
g17357,lcl|NC_133197.1_prot_XP_073793901.1_79653,cpamd8,80.8,1691,296,8,189,1871,1,1670,0.0,2788.0
g185563,lcl|NC_133200.1_prot_XP_073799414.1_89317,tjp1b,80.8,1711,255,23,1,1658,104,1793,0.0,2572.0
g185564,lcl|NC_133200.1_prot_XP_073799415.1_89326,tjp1b,80.8,1710,255,23,1,1657,104,1792,0.0,2570.0
g894,lcl|NC_133186.1_prot_XP_009304061.1_42760,pbrm1,80.8,1560,289,10,1,1554,2,1556,0.0,2461.0
g29728,lcl|NC_133180.1_prot_XP_073806299.1_22485,ank1a,80.8,1122,190,12,783,1892,847,1955,0.0,1720.0
g21528,lcl|NC_133189.1_prot_XP_068069383.2_52004,si:ch73-233f7.7,80.8,801,148,3,13,813,10,804,0.0,1256.0
g17234,lcl|NC_133186.1_prot_XP_073771670.1_45353,mfn1b,80.8,740,140,1,18,757,7,744,0.0,1139.0
g534,lcl|NC_133186.1_prot_XP_073771583.1_43810,cdh4,80.8,673,129,0,316,988,2,674,0.0,1086.0
g1067,lcl|NC_133186.1_prot_XP_073771642.1_43525,rpn2,80.8,637,121,1,7,643,7,642,0.0,990.0
g20922,lcl|NC_133188.1_prot_NP_001082938.1_50324,sgpl1,80.8,572,103,1,1,565,1,572,0.0,979.0
g20123,lcl|NC_133191.1_prot_NP_001012384.2_57965,pomgnt2,80.8,594,101,2,47,640,5,585,0.0,976.0
g7732,lcl|NC_133195.1_prot_NP_001025295.1_73378,snx9b,80.8,590,102,5,1,588,1,581,0.0,950.0
g14930,lcl|NC_133198.1_prot_XP_073795588.1_83964,ttc39b,80.8,584,108,2,1,580,1,584,0.0,940.0
g8303,lcl|NC_133185.1_prot_XP_073771213.1_41877,kirrel3a,80.8,527,101,0,15,541,32,558,1.08e-316,877.0
g159444,lcl|NC_133176.1_prot_XP_073805505.1_3188,nfixa,80.8,543,58,8,1,499,1,541,2.25e-304,833.0
g2865,lcl|NC_133183.1_prot_XP_005166786.1_32226,pip5k1bb,80.8,537,91,8,1,534,1,528,1.8299999999999999e-295,811.0
g18031,lcl|NC_133193.1_prot_XP_073785168.1_65529,slc23a4,80.8,464,86,2,1,462,1,463,1.24e-279,772.0
g22513,lcl|NC_133183.1_prot_XP_021334044.1_32133,cdk16,80.8,416,80,0,100,515,42,457,1.05e-248,691.0
g16929,lcl|NC_133197.1_prot_XP_073792588.1_79263,dbt,80.8,438,82,1,60,497,6,441,2.8400000000000003e-247,684.0
g11008,lcl|NC_133182.1_prot_XP_068078435.2_28818,cyp2r1,80.8,386,72,2,122,507,1,384,1.44e-236,655.0
g10785,lcl|NC_133193.1_prot_NP_001038449.1_65961,hacd3,80.8,360,67,2,1,360,1,358,9.08e-212,585.0
g2570,lcl|NC_133180.1_prot_NP_001076385.2_18956,si:dkey-174n20.1,80.8,308,59,0,1,308,1,308,1.6299999999999998e-188,522.0
g7360,lcl|NC_133195.1_prot_NP_001122283.1_70841,slc35a1,80.8,339,63,2,1,339,1,337,8.77e-185,515.0
g5317,lcl|NC_133194.1_prot_NP_001038685.1_69357,si:dkeyp-92c9.2,80.8,333,44,4,1,329,1,317,4.73e-184,512.0
g1010,lcl|NC_133181.1_prot_NP_001070223.1_26445,uqcc1,80.8,286,51,3,1,282,1,286,4.72e-169,471.0
g6857,lcl|NC_133196.1_prot_NP_001071200.1_74840,agpat2,80.8,271,51,1,1,270,1,271,7.350000000000001e-164,456.0
g19368,lcl|NC_133191.1_prot_NP_001268923.1_59203,prss59.2,80.8,239,46,0,1,239,1,239,8.77e-151,421.0
g14980,lcl|NC_133176.1_prot_XP_021329585.1_1585,fbxw7,80.8,537,96,1,163,699,74,603,2.54e-129,397.0
g3028,lcl|NC_133185.1_prot_NP_956490.1_39348,pdlim5b,80.8,213,38,2,31,242,415,625,3.7500000000000006e-132,388.0
g9218,lcl|NC_133184.1_prot_XP_073768273.1_36665,zgc:152951,80.8,224,43,0,151,374,1,224,3.2400000000000005e-132,379.0
g16122,lcl|NC_133176.1_prot_NP_996948.1_1121,helt,80.8,234,29,5,1,233,50,268,4.01e-126,359.0
g4439,lcl|NC_133190.1_prot_NP_001038932.1_54517,tagln,80.8,198,36,2,1,197,1,197,3.35e-115,327.0
g19746,lcl|NC_133191.1_prot_XP_073780986.1_57653,preb,80.8,167,27,1,265,426,86,252,7.38e-92,279.0
g22781,lcl|NC_133183.1_prot_NP_001038276.1_33498,taf10,80.8,167,30,2,20,185,15,180,2.36e-85,251.0
g1037,lcl|NC_133181.1_prot_NP_957034.1_26521,fhit,80.8,146,28,0,1,146,1,146,1.06e-82,241.0
g846,lcl|NC_133181.1_prot_NP_001104665.1_25456,pfdn5,80.8,156,27,3,1,156,1,153,9.12e-76,224.0
g14041,lcl|NC_133187.1_prot_NP_001003838.1_46746,cby1,80.8,125,24,0,1,125,1,125,1.4e-65,196.0
g9628,lcl|NC_133184.1_prot_NP_001315320.1_37720,hspe1,80.8,99,19,0,43,141,1,99,1.03e-52,163.0
g5378,lcl|NC_133194.1_prot_XP_073787918.1_69850,macf1a,80.7,5424,950,17,69,5418,17,5414,0.0,8032.0
g18556,lcl|NC_133200.1_prot_XP_073799437.1_89334,tjp1b,80.7,1716,257,23,96,1758,8,1702,0.0,2577.0
g11874,lcl|NC_133179.1_prot_NP_997809.1_13974,dennd5b,80.7,1322,234,5,1,1312,1,1311,0.0,2066.0
g3790,lcl|NC_133190.1_prot_XP_073780240.1_57500,pde2a,80.7,907,168,2,44,948,10,911,0.0,1464.0
g5812,lcl|NC_133181.1_prot_NP_001076500.1_23563,atg9a,80.7,870,128,8,1,854,1,846,0.0,1372.0
g5201,lcl|NC_133194.1_prot_XP_005159463.1_68380,trim46b,80.7,781,132,4,34,812,1,764,0.0,1285.0
g8753,lcl|NC_133196.1_prot_XP_009293944.1_77335,taok1b,80.7,1026,162,6,1,1015,1,1001,0.0,1269.0
g22465,lcl|NC_133183.1_prot_NP_001014823.1_33474,sema3ga,80.7,734,131,5,12,736,14,745,0.0,1233.0
g11442,lcl|NC_133182.1_prot_NP_001092723.1_31065,nadsyn1,80.7,693,134,0,1,693,1,693,0.0,1191.0
g18666,lcl|NC_133200.1_prot_NP_001121547.1_87434,appl2,80.7,667,122,3,44,708,1,662,0.0,1040.0
g462,lcl|NC_133181.1_prot_XP_073808728.1_26076,stau1,80.7,647,121,4,6,650,17,661,0.0,998.0
g14429,lcl|NC_133182.1_prot_NP_956505.2_28268,fxr2,80.7,679,123,7,1,674,1,676,0.0,973.0
g3280,lcl|NC_133180.1_prot_NP_001340323.1_18674,txnrd2.2,80.7,514,97,1,1,512,1,514,2.54e-312,852.0
g7225,lcl|NC_133185.1_prot_XP_021334786.1_42262,gnsb,80.7,455,87,1,63,517,1,454,1.11e-290,795.0
g446,lcl|NC_133181.1_prot_XP_009300998.1_26483,slc38a3b,80.7,508,94,4,1,506,1,506,8.179999999999998e-284,780.0
g14783,lcl|NC_133182.1_prot_XP_073764122.1_27399,aadat,80.7,425,77,1,1,425,1,420,2.02e-258,708.0
g6890,lcl|NC_133196.1_prot_XP_073791807.1_74559,ntng2b,80.7,352,66,1,6,355,7,358,5.06e-206,624.0
g15008,lcl|NC_133196.1_prot_NP_001120949.1_77500,stk26,80.7,399,75,2,1,398,8,405,5.180000000000001e-223,617.0
g22262,lcl|NC_133183.1_prot_NP_998025.1_34508,ren,80.7,367,69,2,1,365,29,395,4.8099999999999995e-219,605.0
g6560,lcl|NC_133185.1_prot_NP_001025319.2_39864,paqr3b,80.7,306,59,0,5,310,1,306,1.3000000000000001e-201,555.0
g10287,lcl|NC_133199.1_prot_XP_009295507.1_84258,gyg1b,80.7,321,59,2,1,319,1,320,1.56e-194,538.0
g13181,lcl|NC_133178.1_prot_NP_001070802.1_8870,hlfa,80.7,300,48,3,1,296,1,294,8.24e-157,441.0
g6156,lcl|NC_133192.1_prot_NP_001070237.1_64515,tfb1m,80.7,264,51,0,1,264,1,264,4.09e-155,438.0
g20204,lcl|NC_133188.1_prot_NP_001025275.1_51636,tsnax,80.7,280,52,1,1,278,1,280,7.23e-155,434.0
g11455,lcl|NC_133182.1_prot_NP_001017755.1_29766,ndufs3,80.7,259,46,2,1,259,1,255,7.72e-155,432.0
g5253,lcl|NC_133194.1_prot_NP_001002375.1_69447,nelfe,80.7,362,51,3,1,362,1,343,1.45e-140,404.0
g10382,lcl|NC_133177.1_prot_NP_998809.1_6000,rpl7,80.7,243,47,0,3,245,4,246,3.04e-139,392.0
g22632,lcl|NC_133198.1_prot_NP_957094.1_82431,fam3a,80.7,228,44,0,1,228,1,228,1.19e-137,387.0
g19522,lcl|NC_133191.1_prot_NP_001020707.1_58414,ube2s,80.7,233,33,4,1,233,1,221,2.8e-126,358.0
g4593,lcl|NC_133194.1_prot_NP_571466.1_68212,psmb9a,80.7,218,40,1,1,216,1,218,4.28e-125,354.0
g1985,lcl|NC_133177.1_prot_NP_001092206.1_6089,bag1,80.7,207,39,1,1,207,1,206,2.47e-112,321.0
g1931,lcl|NC_133177.1_prot_NP_956810.1_4352,myl13,80.7,187,34,2,1,187,1,185,7.32e-100,288.0
g21361,lcl|NC_133189.1_prot_NP_001002556.1_53290,mrpl11,80.7,181,35,0,1,181,1,181,9.21e-100,288.0
g5014,lcl|NC_133194.1_prot_NP_956838.2_70267,zcchc17,80.7,161,31,0,10,170,8,168,1.61e-92,273.0
g1555,lcl|NC_133177.1_prot_NP_001070797.2_4707,zgc:153115,80.7,244,39,3,5,246,4,241,2.11e-89,266.0
g22546,lcl|NC_133198.1_prot_NP_001070763.1_81031,ube2t,80.7,150,29,0,1,150,13,162,6.5e-91,265.0
g1980,lcl|NC_133177.1_prot_XP_073771786.1_6077,rgs20,80.7,166,30,2,57,220,23,188,1.06e-89,263.0
g5742,lcl|NC_133192.1_prot_NP_991263.1_62232,cfl2,80.7,166,32,0,1,166,1,166,3.51e-90,261.0
g17772,lcl|NC_133198.1_prot_NP_001006093.1_83751,scp2b,80.7,140,26,1,1,139,3,142,7.890000000000001e-77,226.0
g22852,lcl|NC_133181.1_prot_NP_001002689.2_25572,gata2b,80.7,109,20,1,180,288,262,369,1.18e-56,192.0
g12966,lcl|NC_133178.1_prot_NP_891982.2_12326,pvalb8,80.7,109,21,0,1,109,1,109,3.18e-59,179.0
g6348,lcl|NC_133188.1_prot_XP_073775863.1_49349,kiaa1109,80.6,5007,785,56,11,4988,6,4846,0.0,7694.0
g9633,lcl|NC_133184.1_prot_XP_073767748.1_37695,pikfyve,80.6,1958,326,18,152,2082,1,1931,0.0,3047.0
g6361,lcl|NC_133192.1_prot_NP_001154925.1_62795,dicer1,80.6,1927,282,22,1,1898,1,1865,0.0,2955.0
g185562,lcl|NC_133200.1_prot_XP_073799445.1_89335,tjp1b,80.6,1703,257,23,96,1745,8,1689,0.0,2553.0
g10218,lcl|NC_133182.1_prot_XP_073763681.1_31394,myom1b,80.6,1456,273,4,1,1456,1,1446,0.0,2375.0
g20288,lcl|NC_133188.1_prot_XP_073776267.1_51012,map3k4,80.6,1428,230,12,123,1544,1,1387,0.0,2216.0
g101391,lcl|NC_133182.1_prot_XP_073762329.1_29998,scrib,80.6,1802,315,17,1,1777,1,1792,0.0,1908.0
g1735,lcl|NC_133177.1_prot_XP_001922619.3_7267,wdr47a,80.6,917,154,9,1,911,1,899,0.0,1372.0
g10275,lcl|NC_133177.1_prot_NP_001184003.1_5836,u2surp,80.6,836,139,10,1,824,1,825,0.0,1202.0
g16215,lcl|NC_133176.1_prot_NP_001038715.1_2184,arhgap10,80.6,770,140,6,1,767,1,764,0.0,1174.0
g4167,lcl|NC_133190.1_prot_XP_692935.4_55079,gab2,80.6,681,113,8,1,677,1,666,0.0,1048.0
g20624,lcl|NC_133188.1_prot_XP_005156595.1_49204,abcg8,80.6,650,125,1,21,669,27,676,0.0,1043.0
g12864,lcl|NC_133178.1_prot_XP_005164004.2_10409,tbc1d17,80.6,634,117,4,1,628,1,634,0.0,1037.0
g20032,lcl|NC_133191.1_prot_NP_001157502.1_59073,has1,80.6,576,107,1,1,576,1,571,0.0,972.0
g9773,lcl|NC_133184.1_prot_NP_001001725.1_36762,ift88,80.6,825,153,3,1,819,1,824,0.0,942.0
g5854,lcl|NC_133192.1_prot_NP_775353.1_61581,pole2,80.6,525,102,0,4,528,3,527,0.0,910.0
g501,lcl|NC_133186.1_prot_NP_956627.1_44257,cxxc1b,80.6,571,102,4,1,570,1,563,0.0,904.0
g19978,lcl|NC_133191.1_prot_XP_073781542.1_58699,si:ch211-254p10.2,80.6,536,97,2,56,591,1,529,2.02e-307,844.0
g13672,lcl|NC_133187.1_prot_NP_001008654.1_47655,mfsd13a,80.6,510,93,2,1,510,1,504,1.7699999999999998e-297,814.0
g15144,lcl|NC_133181.1_prot_NP_956447.1_23852,dnpep,80.6,469,91,0,6,474,1,469,1.01e-285,781.0
g19785,lcl|NC_133191.1_prot_NP_956423.1_60872,dcaf13,80.6,444,86,0,1,444,1,444,3.1199999999999996e-278,760.0
g2910,lcl|NC_133180.1_prot_NP_001122220.1_18523,si:dkey-98f17.5,80.6,449,86,1,1,448,1,449,1.78e-265,728.0
g14520,lcl|NC_133182.1_prot_NP_001103177.1_27936,coro1b,80.6,505,91,3,1,504,1,499,2.89e-263,727.0
g4945,lcl|NC_133194.1_prot_NP_998100.1_70045,zgc:85777,80.6,433,82,2,1,433,1,431,7.1e-255,700.0
g17164,lcl|NC_133197.1_prot_XP_009294806.2_80592,alpi.1,80.6,428,78,3,110,536,27,450,2.35e-250,694.0
g17764,lcl|NC_133181.1_prot_NP_001070127.2_25251,uhmk1,80.6,422,71,3,20,441,10,420,2.1100000000000003e-248,684.0
g7286,lcl|NC_133185.1_prot_NP_001038375.1_39916,si:ch211-243g18.2,80.6,428,82,1,30,456,1,428,7.25e-234,648.0
g11949,lcl|NC_133179.1_prot_NP_997789.1_14116,chpt1,80.6,382,74,0,1,382,1,382,9.9e-234,642.0
g15171,lcl|NC_133181.1_prot_NP_001035398.1_23410,cdk15,80.6,382,74,0,77,458,37,418,1.48e-231,642.0
g21570,lcl|NC_133190.1_prot_XP_068069662.2_55949,phykpl,80.6,366,70,1,84,449,1,365,4.1e-220,611.0
g19502,lcl|NC_133191.1_prot_XP_009290424.2_58438,si:ch211-149k23.9,80.6,356,67,1,1,354,1,356,1.93e-215,594.0
g4238,lcl|NC_133185.1_prot_XP_073770145.1_41532,dclk1a,80.6,376,68,3,310,683,7,379,3.64e-207,592.0
g12059,lcl|NC_133179.1_prot_NP_957209.1_14797,rbm17,80.6,422,59,5,1,403,1,418,4.02e-203,567.0
g22313,lcl|NC_133186.1_prot_NP_899186.1_43737,prickle2b,80.6,309,60,0,2,310,9,317,1.09e-190,565.0
g14495,lcl|NC_133187.1_prot_NP_001001594.2_46888,capgb,80.6,345,65,2,1,343,1,345,7.03e-201,556.0
g6473,lcl|NC_133185.1_prot_NP_001007061.2_40171,prrc1,80.6,315,60,1,125,439,122,435,2.03e-183,520.0
g16855,lcl|NC_133195.1_prot_NP_957071.1_74050,tbc1d7,80.6,294,57,0,3,296,1,294,5.62e-178,494.0
g2586,lcl|NC_133180.1_prot_XP_073806592.1_18569,sec14l8,80.6,258,50,0,1,258,1,258,2.63e-159,451.0
g22196,lcl|NC_133198.1_prot_XP_005161945.1_80711,kcnk15,80.6,263,51,0,6,268,1,263,1.28e-149,431.0
g17600,lcl|NC_133177.1_prot_NP_001070102.1_7328,mbnl1,80.6,279,44,2,1,269,1,279,5.55e-147,419.0
g2787,lcl|NC_133183.1_prot_NP_001070076.1_33844,rgs7bpa,80.6,252,44,2,1,251,1,248,2.92e-139,392.0
g22778,lcl|NC_133183.1_prot_NP_001119929.1_35117,ybx1,80.6,253,41,2,1,253,1,245,9.83e-129,372.0
g6521,lcl|NC_133185.1_prot_NP_998295.2_39965,ak3,80.6,216,42,0,1,216,1,216,2.65e-127,360.0
g22901,lcl|NC_133198.1_prot_XP_009295355.1_83622,sike1,80.6,201,37,1,1,201,1,199,4.26e-106,306.0
g21061,lcl|NC_133189.1_prot_NP_997810.2_52899,hnrnpa0a,80.6,186,35,1,1,185,5,190,8.020000000000002e-103,304.0
g7568,lcl|NC_133195.1_prot_XP_073789342.1_73158,msraa,80.6,170,33,0,83,252,1,170,7.28e-104,300.0
g12488,lcl|NC_133178.1_prot_XP_073799697.1_10950,rpusd1,80.6,170,33,0,5,174,2,171,2.63e-99,291.0
g2533,lcl|NC_133180.1_prot_NP_571767.2_22101,cmlc1,80.6,160,31,0,38,197,37,196,3.65e-93,271.0
g5097,lcl|NC_133194.1_prot_NP_001019393.1_69644,stmn2b,80.6,180,34,1,61,239,1,180,2.35e-89,263.0
g7294,lcl|NC_133196.1_prot_NP_878290.1_75835,fgf10a,80.6,160,28,2,87,246,44,200,3.25e-87,259.0
g7596,lcl|NC_133198.1_prot_NP_001002197.1_83087,sh3bgrl2,80.6,108,18,1,1,108,1,105,3.02e-56,171.0
g8062,lcl|NC_133181.1_prot_XP_001342593.5_23406,tcf23,80.6,103,19,1,80,182,52,153,1.65e-48,158.0
g5086,lcl|NC_133194.1_prot_NP_001013311.1_70088,chrac1,80.6,98,19,0,21,118,14,111,2.79e-48,152.0
